run_id,reverse_research_priority,driver_id,driver_label,driver_scope,global_theme,global_theme_strength_v2,global_latest_price_date,global_peer_evidence,taiwan_code,ticker,name,industry,economic_role,linkage_tier,linkage_confidence,structural_linkage_score,reaction_state,taiwan_anomaly_score,taiwan_candidate_percentile,taiwan_early_percentile,taiwan_rs20_percentile,taiwan_acceleration_percentile,taiwan_price_reaction_percentile,global_peer_vs_taiwan_gap,transmission_gap_proxy,pricing_state,local_catalyst_status,local_catalyst_check_required,activation_state,price_cannot_activate_driver,decision_eligible,why_not_decision_eligible
20260912T105525+0800-20e9fe97,1.0,UNMAPPED_OPPORTUNITY,Unmapped opportunity — research WHY,No pre-existing causal edge; determine the economic driver before any thesis is allowed.,UNMAPPED,,,,3624,3624.TWO,光頡,電子零組件業,UNKNOWN,UNMAPPED,0.0,0.0,EXTENDED,1.0,1.0,1.0,0.9878172588832488,0.9984771573604061,0.9979695431472081,,,UNMAPPED_WHY,UNRESOLVED_RESEARCH_REQUIRED,True,RESEARCH_WHY_REQUIRED,True,False,Strong Taiwan anomaly has no pre-existing causal edge. Research WHY first; price cannot create a driver.
20260912T105525+0800-20e9fe97,0.9994916115912558,UNMAPPED_OPPORTUNITY,Unmapped opportunity — research WHY,No pre-existing causal edge; determine the economic driver before any thesis is allowed.,UNMAPPED,,,,8227,8227.TWO,巨有科技,半導體業,UNKNOWN,UNMAPPED,0.0,0.0,EXTENDED,0.9994916115912558,0.9994916115912558,0.9994916115912558,0.9954314720812183,1.0,0.999492385786802,,,UNMAPPED_WHY,UNRESOLVED_RESEARCH_REQUIRED,True,RESEARCH_WHY_REQUIRED,True,False,Strong Taiwan anomaly has no pre-existing causal edge. Research WHY first; price cannot create a driver.
20260912T105525+0800-20e9fe97,0.9989832231825114,UNMAPPED_OPPORTUNITY,Unmapped opportunity — research WHY,No pre-existing causal edge; determine the economic driver before any thesis is allowed.,UNMAPPED,,,,2305,2305.TW,全友,電腦及週邊設備業,UNKNOWN,UNMAPPED,0.0,0.0,EXTENDED,0.9989832231825114,0.9989832231825114,0.9989832231825114,0.9883248730964467,0.9974619289340102,0.9984771573604061,,,UNMAPPED_WHY,UNRESOLVED_RESEARCH_REQUIRED,True,RESEARCH_WHY_REQUIRED,True,False,Strong Taiwan anomaly has no pre-existing causal edge. Research WHY first; price cannot create a driver.
20260912T105525+0800-20e9fe97,0.9984748347737672,UNMAPPED_OPPORTUNITY,Unmapped opportunity — research WHY,No pre-existing causal edge; determine the economic driver before any thesis is allowed.,UNMAPPED,,,,6179,6179.TWO,亞通,其他業,UNKNOWN,UNMAPPED,0.0,0.0,PERSISTENT,0.9984748347737672,0.9984748347737672,0.9984748347737672,0.9812182741116752,0.9928934010152284,0.9883248730964467,,,UNMAPPED_WHY,UNRESOLVED_RESEARCH_REQUIRED,True,RESEARCH_WHY_REQUIRED,True,False,Strong Taiwan anomaly has no pre-existing causal edge. Research WHY first; price cannot create a driver.
20260912T105525+0800-20e9fe97,0.9979664463650229,UNMAPPED_OPPORTUNITY,Unmapped opportunity — research WHY,No pre-existing causal edge; determine the economic driver before any thesis is allowed.,UNMAPPED,,,,3055,3055.TW,蔚華科,電子通路業,UNKNOWN,UNMAPPED,0.0,0.0,EXTENDED,0.9979664463650229,0.9979664463650229,0.9979664463650229,0.9817258883248731,0.9822335025380711,0.9888324873096447,,,UNMAPPED_WHY,UNRESOLVED_RESEARCH_REQUIRED,True,RESEARCH_WHY_REQUIRED,True,False,Strong Taiwan anomaly has no pre-existing causal edge. Research WHY first; price cannot create a driver.
20260912T105525+0800-20e9fe97,0.9974580579562786,UNMAPPED_OPPORTUNITY,Unmapped opportunity — research WHY,No pre-existing causal edge; determine the economic driver before any thesis is allowed.,UNMAPPED,,,,6872,6872.TWO,浩宇生醫,生技醫療業,UNKNOWN,UNMAPPED,0.0,0.0,EXTENDED,0.9974580579562786,0.9974580579562786,0.9923741738688358,0.9964467005076142,0.9964467005076142,0.9989847715736041,,,UNMAPPED_WHY,UNRESOLVED_RESEARCH_REQUIRED,True,RESEARCH_WHY_REQUIRED,True,False,Strong Taiwan anomaly has no pre-existing causal edge. Research WHY first; price cannot create a driver.
20260912T105525+0800-20e9fe97,0.9974580579562786,UNMAPPED_OPPORTUNITY,Unmapped opportunity — research WHY,No pre-existing causal edge; determine the economic driver before any thesis is allowed.,UNMAPPED,,,,2409,2409.TW,友達,光電業,UNKNOWN,UNMAPPED,0.0,0.0,PERSISTENT,0.9974580579562786,0.9969496695475343,0.9974580579562786,0.949238578680203,0.983248730964467,0.9725888324873097,,,UNMAPPED_WHY,UNRESOLVED_RESEARCH_REQUIRED,True,RESEARCH_WHY_REQUIRED,True,False,Strong Taiwan anomaly has no pre-existing causal edge. Research WHY first; price cannot create a driver.
20260912T105525+0800-20e9fe97,0.9969496695475343,UNMAPPED_OPPORTUNITY,Unmapped opportunity — research WHY,No pre-existing causal edge; determine the economic driver before any thesis is allowed.,UNMAPPED,,,,6739,6739.TWO,竹陞科技,其他電子業,UNKNOWN,UNMAPPED,0.0,0.0,PERSISTENT,0.9969496695475343,0.99644128113879,0.9969496695475343,0.9761421319796955,0.9675126903553299,0.9847715736040609,,,UNMAPPED_WHY,UNRESOLVED_RESEARCH_REQUIRED,True,RESEARCH_WHY_REQUIRED,True,False,Strong Taiwan anomaly has no pre-existing causal edge. Research WHY first; price cannot create a driver.
20260912T105525+0800-20e9fe97,0.99644128113879,UNMAPPED_OPPORTUNITY,Unmapped opportunity — research WHY,No pre-existing causal edge; determine the economic driver before any thesis is allowed.,UNMAPPED,,,,6173,6173.TWO,信昌電,電子零組件業,UNKNOWN,UNMAPPED,0.0,0.0,EXTENDED,0.99644128113879,0.9949161159125572,0.99644128113879,0.9862944162436548,0.8918781725888325,0.9903553299492386,,,UNMAPPED_WHY,UNRESOLVED_RESEARCH_REQUIRED,True,RESEARCH_WHY_REQUIRED,True,False,Strong Taiwan anomaly has no pre-existing causal edge. Research WHY first; price cannot create a driver.
20260912T105525+0800-20e9fe97,0.9959328927300457,UNMAPPED_OPPORTUNITY,Unmapped opportunity — research WHY,No pre-existing causal edge; determine the economic driver before any thesis is allowed.,UNMAPPED,,,,2069,2069.TW,運錩,鋼鐵工業,UNKNOWN,UNMAPPED,0.0,0.0,PERSISTENT,0.9959328927300457,0.9959328927300457,0.9938993390950687,0.9730964467005077,0.9913705583756345,0.983248730964467,,,UNMAPPED_WHY,UNRESOLVED_RESEARCH_REQUIRED,True,RESEARCH_WHY_REQUIRED,True,False,Strong Taiwan anomaly has no pre-existing causal edge. Research WHY first; price cannot create a driver.
